Timestamp,Machine_ID,Temperature,Pressure
2026-03-24 20:43:22.440401,Machine_A,22.267666762207618,1.1868214073716865
2026-03-24 20:43:22.952862,Machine_A,26.91977215666162,1.184952959014756
2026-03-24 20:43:23.472111,Machine_A,26.91977215666162,1.184952959014756
2026-03-24 20:43:23.979514,Machine_A,24.950206841834387,1.2890138660796997
2026-03-24 20:43:24.500571,Machine_A,24.950206841834387,1.2890138660796997
2026-03-24 20:43:25.008582,Machine_A,,1.499974123268149
2026-03-24 20:43:25.525297,Machine_A,28.896804288531218,1.499974123268149
2026-03-24 20:43:26.034853,Machine_A,27.808552778006813,1.4554108139783692
2026-03-24 20:43:26.553100,Machine_A,27.808552778006813,1.4554108139783692
2026-03-24 20:43:27.058082,Machine_A,22.424080567382152,1.4794555630138453
2026-03-24 20:43:27.554397,Machine_A,22.424080567382152,999.9
2026-03-24 20:43:28.067266,Machine_A,23.055530133269595,1.2685703431134057
2026-03-24 20:43:28.565168,Machine_A,23.055530133269595,1.2685703431134057
2026-03-24 20:43:29.069990,Machine_A,28.599029811542003,1.207504585030947
2026-03-24 20:43:29.589076,Machine_A,28.599029811542003,1.207504585030947
2026-03-24 20:43:30.094015,Machine_A,27.1516733265058,1.4494348554915448
2026-03-24 20:43:30.094015,Machine_A,27.1516733265058,1.4494348554915448
2026-03-24 20:43:30.611755,Machine_A,27.1516733265058,1.4494348554915448
2026-03-24 20:43:31.118845,Machine_A,29.359774258546878,1.1262474140742031
2026-03-24 20:43:31.626981,Machine_A,29.359774258546878,1.1262474140742031
2026-03-24 20:43:32.137228,Machine_A,21.399580033251176,1.3710174667897743
